"","Strain","Plate","Chemical","corr_OD595","trial","chem_mean"
"2332","JV3","PM2","D-Melezitose",0.059,"trial_1",0.075
"2333","JV3","PM2","Maltitol",0.006,"trial_1",0.0406666666666667
"2334","JV3","PM2","a-Methyl D-Glucoside",0.042,"trial_1",0.0686666666666667
"2335","JV3","PM2","b-Methyl D-Galactoside",0.028,"trial_1",0.057
"2336","JV3","PM2","3-O-Methyl-D-Glucose",0.069,"trial_1",0.106666666666667
"2337","JV3","PM2","b-Methyl-D-Glucuronic acid",0.04,"trial_1",0.052
"2338","JV3","PM2","a-Methyl D-Mannoside",0.007,"trial_1",0.0453333333333333
"2339","JV3","PM2","b-Methyl D-Xyloside",0.029,"trial_1",0.056
"2340","JV3","PM2","Palatinose",0.099,"trial_1",0.163666666666667
"2341","JV3","PM2","D-Raffinose",0,"trial_1",0.00266666666666667
"2342","JV3","PM2","Salicin",0.011,"trial_1",0.0213333333333333
"2343","JV3","PM2","Sedoheptulosan",0.013,"trial_1",0.053
"2344","JV3","PM2","L-Sorbose",0.04,"trial_1",0.0863333333333333
"2345","JV3","PM2","Stachyose",0.022,"trial_1",0.0433333333333333
"2346","JV3","PM2","D-Tagatose",0.262,"trial_1",0.402
"2347","JV3","PM2","Turanose",0.061,"trial_1",0.067
"2348","JV3","PM2","Xylitol",0.025,"trial_1",0.0443333333333333
"2349","JV3","PM2","N-Acetyl-D-Glucosaminitol",0.04,"trial_1",0.0673333333333333
"2350","JV3","PM2","g-Amino-n-Butyric acid",0.837,"trial_1",1.13066666666667
"2351","JV3","PM2","d-Amino-n-Valeric acid",0.341,"trial_1",0.335666666666667
"2352","JV3","PM2","Butyric acid",0.405,"trial_1",0.409666666666667
"2353","JV3","PM2","Capric acid",0.275,"trial_1",0.39
"2354","JV3","PM2","Caproic acid",0.672,"trial_1",0.428333333333333
"2355","JV3","PM2","Citraconic acid",0.035,"trial_1",0.0576666666666667
"2356","JV3","PM2","Citramalic acid",0.758,"trial_1",0.655666666666667
"2357","JV3","PM2","D-Glucosamine",1.097,"trial_1",1.29566666666667
"2358","JV3","PM2","2-Hydroxybenzoic acid",0,"trial_1",0
"2359","JV3","PM2","4-Hydroxybenzoic acid",0.468,"trial_1",0.555
"2360","JV3","PM2","b-Hydroxybutyric acid",0.692,"trial_1",0.679333333333333
"2361","JV3","PM2","g-Hydroxybutyric acid",0.024,"trial_1",0.0253333333333333
"2362","JV3","PM2","a-Ketovaleric acid",0.083,"trial_1",0.120333333333333
"2363","JV3","PM2","Itaconic acid",0,"trial_1",0
"2364","JV3","PM2","5-Keto-D-Gluconic acid",0.849,"trial_1",0.88
"2365","JV3","PM2","D-Lactic acid Methyl Ester",0.123,"trial_1",0.127333333333333
"2366","JV3","PM2","Malonic acid",0.331,"trial_1",0.248666666666667
"2367","JV3","PM2","Melibionic acid",0.07,"trial_1",0.0756666666666667
"2368","JV3","PM2","Oxalic acid",0.05,"trial_1",0.0513333333333333
"2369","JV3","PM2","Oxalomalic acid",0.104,"trial_1",0.119666666666667
"2370","JV3","PM2","Quinic acid",0.951,"trial_1",1.15533333333333
"2371","JV3","PM2","D-Ribono-1,4-Lactone",0.041,"trial_1",0.038
"2372","JV3","PM2","Sebacic acid",0.209,"trial_1",0.219333333333333
"2373","JV3","PM2","Sorbic acid",0.695,"trial_1",1.00133333333333
"2374","JV3","PM2","Succinamic acid",0.536,"trial_1",0.672333333333333
"2375","JV3","PM2","D-Tartaric acid",0.03,"trial_1",0.0453333333333333
"2376","JV3","PM2","L-Tartaric acid",0.031,"trial_1",0.074
"2377","JV3","PM2","Acetamide",0.067,"trial_1",0.085
"2378","JV3","PM2","L-Alaninamide",0.06,"trial_1",0.125333333333333
"2379","JV3","PM2","N-Acetyl-L-Glutamic acid",0.695,"trial_1",0.931666666666667
"2380","JV3","PM2","L-Arginine",1.008,"trial_1",1.887
"2381","JV3","PM2","Glycine",0.132,"trial_1",0.106
"2382","JV3","PM2","L-Histidine",0.024,"trial_1",0.025
"2383","JV3","PM2","L-Homoserine",0,"trial_1",0
"2384","JV3","PM2","Hydroxy-L-Proline",0.089,"trial_1",0.133333333333333
"2385","JV3","PM2","L-Isoleucine",0.439,"trial_1",0.444666666666667
"2386","JV3","PM2","L-Leucine",0.018,"trial_1",0.0796666666666667
"2387","JV3","PM2","L-Lysine",0.106,"trial_1",0.145
"2388","JV3","PM2","L-Methionine",0.018,"trial_1",0.0313333333333333
"2389","JV3","PM2","L-Ornithine",0.831,"trial_1",0.593666666666667
"2390","JV3","PM2","L-Phenylalanine",0.202,"trial_1",0.171333333333333
"2391","JV3","PM2","L-Pyroglutamic acid",1.446,"trial_1",1.29066666666667
"2392","JV3","PM2","L-Valine",0.183,"trial_1",0.124666666666667
"2393","JV3","PM2","DL-Carnitine",0.301,"trial_1",0.233666666666667
"2394","JV3","PM2","sec-Butylamine",0.069,"trial_1",0.088
"2395","JV3","PM2","DL-Octopamine",1.027,"trial_1",1.03566666666667
"2396","JV3","PM2","Putrescine",1.315,"trial_1",1.37866666666667
"2397","JV3","PM2","Dihydroxyacetone",1.025,"trial_1",1.11266666666667
"2398","JV3","PM2","2,3-Butanediol",0.121,"trial_1",0.105666666666667
"2399","JV3","PM2","2,3-Butanedione",0.032,"trial_1",0.04
"2400","JV3","PM2","3-Hydroxy-2-butanone",0.038,"trial_1",0.0326666666666667
"2401","JV3","PM2","Negative Control",0,"trial_2",0
"2402","JV3","PM2","Chondroitin Sulfate C",0,"trial_2",0
"2403","JV3","PM2","a-Cyclodextrin",0.025,"trial_2",0.0253333333333333
"2404","JV3","PM2","b-Cyclodextrin",0.017,"trial_2",0.019
"2405","JV3","PM2","g-Cyclodextrin",0.008,"trial_2",0.006
"2406","JV3","PM2","Dextrin",0.087,"trial_2",0.0856666666666667
"2407","JV3","PM2","Gelatin",0.384,"trial_2",0.502666666666667
"2408","JV3","PM2","Glycogen",0.068,"trial_2",0.065
"2409","JV3","PM2","Inulin",0.153,"trial_2",0.108333333333333
"2410","JV3","PM2","Laminarin",0.146,"trial_2",0.133333333333333
"2411","JV3","PM2","Mannan",0.02,"trial_2",0.0103333333333333
"2412","JV3","PM2","Pectin",0.05,"trial_2",0.0463333333333333
"2413","JV3","PM2","N-Acetyl-D-Galactosamine",0,"trial_2",0
"2414","JV3","PM2","N-Acetyl-Neuraminic acid",0.061,"trial_2",0.0333333333333333
"2415","JV3","PM2","b-D-Allose",0.208,"trial_2",0.163333333333333
"2416","JV3","PM2","Amygdalin",0.059,"trial_2",0.0386666666666667
"2417","JV3","PM2","D-Arabinose",0.813,"trial_2",0.725
"2418","JV3","PM2","D-Arabitol",0.048,"trial_2",0.0253333333333333
"2419","JV3","PM2","L-Arabitol",0.07,"trial_2",0.0656666666666667
"2420","JV3","PM2","Arbutin",0.059,"trial_2",0.038
"2421","JV3","PM2","2-Deoxy-D-Ribose",0.976,"trial_2",0.897333333333333
"2422","JV3","PM2","i-Erythritol",0.063,"trial_2",0.049
"2423","JV3","PM2","D-Fucose",0.306,"trial_2",0.350666666666667
"2424","JV3","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.343,"trial_2",0.302333333333333
"2425","JV3","PM2","Gentiobiose",0,"trial_2",0
"2426","JV3","PM2","L-Glucose",0.019,"trial_2",0.008
"2427","JV3","PM2","D-Lactitol",0.045,"trial_2",0.0373333333333333
"2428","JV3","PM2","D-Melezitose",0.087,"trial_2",0.075
"2429","JV3","PM2","Maltitol",0.068,"trial_2",0.0406666666666667
"2430","JV3","PM2","a-Methyl D-Glucoside",0.063,"trial_2",0.0686666666666667
"2431","JV3","PM2","b-Methyl D-Galactoside",0.067,"trial_2",0.057
"2432","JV3","PM2","3-O-Methyl-D-Glucose",0.129,"trial_2",0.106666666666667
"2433","JV3","PM2","b-Methyl-D-Glucuronic acid",0.078,"trial_2",0.052
"2434","JV3","PM2","a-Methyl D-Mannoside",0.068,"trial_2",0.0453333333333333
"2435","JV3","PM2","b-Methyl D-Xyloside",0.082,"trial_2",0.056
"2436","JV3","PM2","Palatinose",0.101,"trial_2",0.163666666666667
"2437","JV3","PM2","D-Raffinose",0.007,"trial_2",0.00266666666666667
"2438","JV3","PM2","Salicin",0.049,"trial_2",0.0213333333333333
"2439","JV3","PM2","Sedoheptulosan",0.06,"trial_2",0.053
"2440","JV3","PM2","L-Sorbose",0.084,"trial_2",0.0863333333333333
"2441","JV3","PM2","Stachyose",0.058,"trial_2",0.0433333333333333
"2442","JV3","PM2","D-Tagatose",0.388,"trial_2",0.402
"2443","JV3","PM2","Turanose",0.076,"trial_2",0.067
"2444","JV3","PM2","Xylitol",0.062,"trial_2",0.0443333333333333
"2445","JV3","PM2","N-Acetyl-D-Glucosaminitol",0.09,"trial_2",0.0673333333333333
"2446","JV3","PM2","g-Amino-n-Butyric acid",1.329,"trial_2",1.13066666666667
"2447","JV3","PM2","d-Amino-n-Valeric acid",0.386,"trial_2",0.335666666666667
"2448","JV3","PM2","Butyric acid",0.55,"trial_2",0.409666666666667
"2449","JV3","PM2","Capric acid",0.383,"trial_2",0.39
"2450","JV3","PM2","Caproic acid",0.339,"trial_2",0.428333333333333
"2451","JV3","PM2","Citraconic acid",0.077,"trial_2",0.0576666666666667
"2452","JV3","PM2","Citramalic acid",0.776,"trial_2",0.655666666666667
"2453","JV3","PM2","D-Glucosamine",1.349,"trial_2",1.29566666666667
"2454","JV3","PM2","2-Hydroxybenzoic acid",0,"trial_2",0
"2455","JV3","PM2","4-Hydroxybenzoic acid",0.598,"trial_2",0.555
"2456","JV3","PM2","b-Hydroxybutyric acid",0.892,"trial_2",0.679333333333333
"2457","JV3","PM2","g-Hydroxybutyric acid",0.049,"trial_2",0.0253333333333333
"2458","JV3","PM2","a-Ketovaleric acid",0.132,"trial_2",0.120333333333333
"2459","JV3","PM2","Itaconic acid",0,"trial_2",0
"2460","JV3","PM2","5-Keto-D-Gluconic acid",0.773,"trial_2",0.88
"2461","JV3","PM2","D-Lactic acid Methyl Ester",0.165,"trial_2",0.127333333333333
"2462","JV3","PM2","Malonic acid",0.27,"trial_2",0.248666666666667
"2463","JV3","PM2","Melibionic acid",0.079,"trial_2",0.0756666666666667
"2464","JV3","PM2","Oxalic acid",0.059,"trial_2",0.0513333333333333
"2465","JV3","PM2","Oxalomalic acid",0.136,"trial_2",0.119666666666667
"2466","JV3","PM2","Quinic acid",1.998,"trial_2",1.15533333333333
"2467","JV3","PM2","D-Ribono-1,4-Lactone",0.048,"trial_2",0.038
"2468","JV3","PM2","Sebacic acid",0.258,"trial_2",0.219333333333333
"2469","JV3","PM2","Sorbic acid",1.123,"trial_2",1.00133333333333
"2470","JV3","PM2","Succinamic acid",0.907,"trial_2",0.672333333333333
"2471","JV3","PM2","D-Tartaric acid",0.048,"trial_2",0.0453333333333333
"2472","JV3","PM2","L-Tartaric acid",0.159,"trial_2",0.074
"2473","JV3","PM2","Acetamide",0.143,"trial_2",0.085
"2474","JV3","PM2","L-Alaninamide",0.109,"trial_2",0.125333333333333
"2475","JV3","PM2","N-Acetyl-L-Glutamic acid",1.568,"trial_2",0.931666666666667
"2476","JV3","PM2","L-Arginine",3.76,"trial_2",1.887
"2477","JV3","PM2","Glycine",0.114,"trial_2",0.106
"2478","JV3","PM2","L-Histidine",0.043,"trial_2",0.025
"2479","JV3","PM2","L-Homoserine",0,"trial_2",0
"2480","JV3","PM2","Hydroxy-L-Proline",0.163,"trial_2",0.133333333333333
"2481","JV3","PM2","L-Isoleucine",0.549,"trial_2",0.444666666666667
"2482","JV3","PM2","L-Leucine",0.086,"trial_2",0.0796666666666667
"2483","JV3","PM2","L-Lysine",0.139,"trial_2",0.145
"2484","JV3","PM2","L-Methionine",0.041,"trial_2",0.0313333333333333
"2485","JV3","PM2","L-Ornithine",0.508,"trial_2",0.593666666666667
"2486","JV3","PM2","L-Phenylalanine",0.181,"trial_2",0.171333333333333
"2487","JV3","PM2","L-Pyroglutamic acid",1.453,"trial_2",1.29066666666667
"2488","JV3","PM2","L-Valine",0.182,"trial_2",0.124666666666667
"2489","JV3","PM2","DL-Carnitine",0.286,"trial_2",0.233666666666667
"2490","JV3","PM2","sec-Butylamine",0.146,"trial_2",0.088
"2491","JV3","PM2","DL-Octopamine",1.112,"trial_2",1.03566666666667
"2492","JV3","PM2","Putrescine",1.401,"trial_2",1.37866666666667
"2493","JV3","PM2","Dihydroxyacetone",1.143,"trial_2",1.11266666666667
"2494","JV3","PM2","2,3-Butanediol",0.083,"trial_2",0.105666666666667
"2495","JV3","PM2","2,3-Butanedione",0.063,"trial_2",0.04
"2496","JV3","PM2","3-Hydroxy-2-butanone",0.034,"trial_2",0.0326666666666667
"2497","JV3","PM2","Negative Control",0,"trial_3",0
"2498","JV3","PM2","Chondroitin Sulfate C",0,"trial_3",0
"2499","JV3","PM2","a-Cyclodextrin",0.024,"trial_3",0.0253333333333333
"2500","JV3","PM2","b-Cyclodextrin",0.034,"trial_3",0.019
"2501","JV3","PM2","g-Cyclodextrin",0.01,"trial_3",0.006
"2502","JV3","PM2","Dextrin",0.112,"trial_3",0.0856666666666667
"2503","JV3","PM2","Gelatin",0.656,"trial_3",0.502666666666667
"2504","JV3","PM2","Glycogen",0.07,"trial_3",0.065
"2505","JV3","PM2","Inulin",0.066,"trial_3",0.108333333333333
"2506","JV3","PM2","Laminarin",0.139,"trial_3",0.133333333333333
"2507","JV3","PM2","Mannan",0.002,"trial_3",0.0103333333333333
"2508","JV3","PM2","Pectin",0.034,"trial_3",0.0463333333333333
"2509","JV3","PM2","N-Acetyl-D-Galactosamine",0,"trial_3",0
"2510","JV3","PM2","N-Acetyl-Neuraminic acid",0.039,"trial_3",0.0333333333333333
"2511","JV3","PM2","b-D-Allose",0.246,"trial_3",0.163333333333333
"2512","JV3","PM2","Amygdalin",0.026,"trial_3",0.0386666666666667
"2513","JV3","PM2","D-Arabinose",0.973,"trial_3",0.725
"2514","JV3","PM2","D-Arabitol",0.028,"trial_3",0.0253333333333333
"2515","JV3","PM2","L-Arabitol",0.093,"trial_3",0.0656666666666667
"2516","JV3","PM2","Arbutin",0.043,"trial_3",0.038
"2517","JV3","PM2","2-Deoxy-D-Ribose",1.111,"trial_3",0.897333333333333
"2518","JV3","PM2","i-Erythritol",0.055,"trial_3",0.049
"2519","JV3","PM2","D-Fucose",0.541,"trial_3",0.350666666666667
"2520","JV3","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.373,"trial_3",0.302333333333333
"2521","JV3","PM2","Gentiobiose",0,"trial_3",0
"2522","JV3","PM2","L-Glucose",0.005,"trial_3",0.008
"2523","JV3","PM2","D-Lactitol",0.042,"trial_3",0.0373333333333333
"2524","JV3","PM2","D-Melezitose",0.079,"trial_3",0.075
"2525","JV3","PM2","Maltitol",0.048,"trial_3",0.0406666666666667
"2526","JV3","PM2","a-Methyl D-Glucoside",0.101,"trial_3",0.0686666666666667
"2527","JV3","PM2","b-Methyl D-Galactoside",0.076,"trial_3",0.057
"2528","JV3","PM2","3-O-Methyl-D-Glucose",0.122,"trial_3",0.106666666666667
"2529","JV3","PM2","b-Methyl-D-Glucuronic acid",0.038,"trial_3",0.052
"2530","JV3","PM2","a-Methyl D-Mannoside",0.061,"trial_3",0.0453333333333333
"2531","JV3","PM2","b-Methyl D-Xyloside",0.057,"trial_3",0.056
"2532","JV3","PM2","Palatinose",0.291,"trial_3",0.163666666666667
"2533","JV3","PM2","D-Raffinose",0.001,"trial_3",0.00266666666666667
"2534","JV3","PM2","Salicin",0.004,"trial_3",0.0213333333333333
"2535","JV3","PM2","Sedoheptulosan",0.086,"trial_3",0.053
"2536","JV3","PM2","L-Sorbose",0.135,"trial_3",0.0863333333333333
"2537","JV3","PM2","Stachyose",0.05,"trial_3",0.0433333333333333
"2538","JV3","PM2","D-Tagatose",0.556,"trial_3",0.402
"2539","JV3","PM2","Turanose",0.064,"trial_3",0.067
"2540","JV3","PM2","Xylitol",0.046,"trial_3",0.0443333333333333
"2541","JV3","PM2","N-Acetyl-D-Glucosaminitol",0.072,"trial_3",0.0673333333333333
"2542","JV3","PM2","g-Amino-n-Butyric acid",1.226,"trial_3",1.13066666666667
"2543","JV3","PM2","d-Amino-n-Valeric acid",0.28,"trial_3",0.335666666666667
"2544","JV3","PM2","Butyric acid",0.274,"trial_3",0.409666666666667
"2545","JV3","PM2","Capric acid",0.512,"trial_3",0.39
"2546","JV3","PM2","Caproic acid",0.274,"trial_3",0.428333333333333
"2547","JV3","PM2","Citraconic acid",0.061,"trial_3",0.0576666666666667
"2548","JV3","PM2","Citramalic acid",0.433,"trial_3",0.655666666666667
"2549","JV3","PM2","D-Glucosamine",1.441,"trial_3",1.29566666666667
"2550","JV3","PM2","2-Hydroxybenzoic acid",0,"trial_3",0
"2551","JV3","PM2","4-Hydroxybenzoic acid",0.599,"trial_3",0.555
"2552","JV3","PM2","b-Hydroxybutyric acid",0.454,"trial_3",0.679333333333333
"2553","JV3","PM2","g-Hydroxybutyric acid",0.003,"trial_3",0.0253333333333333
"2554","JV3","PM2","a-Ketovaleric acid",0.146,"trial_3",0.120333333333333
"2555","JV3","PM2","Itaconic acid",0,"trial_3",0
"2556","JV3","PM2","5-Keto-D-Gluconic acid",1.018,"trial_3",0.88
"2557","JV3","PM2","D-Lactic acid Methyl Ester",0.094,"trial_3",0.127333333333333
"2558","JV3","PM2","Malonic acid",0.145,"trial_3",0.248666666666667
"2559","JV3","PM2","Melibionic acid",0.078,"trial_3",0.0756666666666667
"2560","JV3","PM2","Oxalic acid",0.045,"trial_3",0.0513333333333333
"2561","JV3","PM2","Oxalomalic acid",0.119,"trial_3",0.119666666666667
"2562","JV3","PM2","Quinic acid",0.517,"trial_3",1.15533333333333
"2563","JV3","PM2","D-Ribono-1,4-Lactone",0.025,"trial_3",0.038
"2564","JV3","PM2","Sebacic acid",0.191,"trial_3",0.219333333333333
"2565","JV3","PM2","Sorbic acid",1.186,"trial_3",1.00133333333333
"2566","JV3","PM2","Succinamic acid",0.574,"trial_3",0.672333333333333
"2567","JV3","PM2","D-Tartaric acid",0.058,"trial_3",0.0453333333333333
"2568","JV3","PM2","L-Tartaric acid",0.032,"trial_3",0.074
"2569","JV3","PM2","Acetamide",0.045,"trial_3",0.085
"2570","JV3","PM2","L-Alaninamide",0.207,"trial_3",0.125333333333333
"2571","JV3","PM2","N-Acetyl-L-Glutamic acid",0.532,"trial_3",0.931666666666667
"2572","JV3","PM2","L-Arginine",0.893,"trial_3",1.887
"2573","JV3","PM2","Glycine",0.072,"trial_3",0.106
"2574","JV3","PM2","L-Histidine",0.008,"trial_3",0.025
"2575","JV3","PM2","L-Homoserine",0,"trial_3",0
"2576","JV3","PM2","Hydroxy-L-Proline",0.148,"trial_3",0.133333333333333
"2577","JV3","PM2","L-Isoleucine",0.346,"trial_3",0.444666666666667
"2578","JV3","PM2","L-Leucine",0.135,"trial_3",0.0796666666666667
"2579","JV3","PM2","L-Lysine",0.19,"trial_3",0.145
"2580","JV3","PM2","L-Methionine",0.035,"trial_3",0.0313333333333333
"2581","JV3","PM2","L-Ornithine",0.442,"trial_3",0.593666666666667
"2582","JV3","PM2","L-Phenylalanine",0.131,"trial_3",0.171333333333333
"2583","JV3","PM2","L-Pyroglutamic acid",0.973,"trial_3",1.29066666666667
"2584","JV3","PM2","L-Valine",0.009,"trial_3",0.124666666666667
"2585","JV3","PM2","DL-Carnitine",0.114,"trial_3",0.233666666666667
"2586","JV3","PM2","sec-Butylamine",0.049,"trial_3",0.088
"2587","JV3","PM2","DL-Octopamine",0.968,"trial_3",1.03566666666667
"2588","JV3","PM2","Putrescine",1.42,"trial_3",1.37866666666667
"2589","JV3","PM2","Dihydroxyacetone",1.17,"trial_3",1.11266666666667
"2590","JV3","PM2","2,3-Butanediol",0.113,"trial_3",0.105666666666667
"2591","JV3","PM2","2,3-Butanedione",0.025,"trial_3",0.04
"2592","JV3","PM2","3-Hydroxy-2-butanone",0.026,"trial_3",0.0326666666666667
"2593","JV4","PM2","Negative Control",0,"trial_1",0
"2594","JV4","PM2","Chondroitin Sulfate C",0,"trial_1",0.000666666666666667
"2595","JV4","PM2","a-Cyclodextrin",0,"trial_1",0.00433333333333333
"2596","JV4","PM2","b-Cyclodextrin",0,"trial_1",0.0103333333333333
"2597","JV4","PM2","g-Cyclodextrin",0,"trial_1",0.00166666666666667
"2598","JV4","PM2","Dextrin",0.027,"trial_1",0.054
"2599","JV4","PM2","Gelatin",0.113,"trial_1",0.128333333333333
"2600","JV4","PM2","Glycogen",0.031,"trial_1",0.0506666666666667
"2601","JV4","PM2","Inulin",0.116,"trial_1",0.119
"2602","JV4","PM2","Laminarin",0.06,"trial_1",0.0943333333333333
"2603","JV4","PM2","Mannan",0,"trial_1",0.00666666666666667
"2604","JV4","PM2","Pectin",0,"trial_1",0.00633333333333333
"2605","JV4","PM2","N-Acetyl-D-Galactosamine",0,"trial_1",0.003
"2606","JV4","PM2","N-Acetyl-Neuraminic acid",0.004,"trial_1",0.0153333333333333
"2607","JV4","PM2","b-D-Allose",0.124,"trial_1",0.26
"2608","JV4","PM2","Amygdalin",0.018,"trial_1",0.0433333333333333
"2609","JV4","PM2","D-Arabinose",0.546,"trial_1",0.736
"2610","JV4","PM2","D-Arabitol",0.012,"trial_1",0.0303333333333333
"2611","JV4","PM2","L-Arabitol",0.026,"trial_1",0.0503333333333333
"2612","JV4","PM2","Arbutin",0.009,"trial_1",0.027
"2613","JV4","PM2","2-Deoxy-D-Ribose",0.824,"trial_1",0.997666666666667
"2614","JV4","PM2","i-Erythritol",0.024,"trial_1",0.0503333333333333
"2615","JV4","PM2","D-Fucose",0.323,"trial_1",0.496333333333333
"2616","JV4","PM2","3-O-b-D-Galactopyranosyl-D-Arabinose",0.241,"trial_1",0.358666666666667
"2617","JV4","PM2","Gentiobiose",0,"trial_1",0.00133333333333333
"2618","JV4","PM2","L-Glucose",0,"trial_1",0.0193333333333333
"2619","JV4","PM2","D-Lactitol",0.012,"trial_1",0.028
"2620","JV4","PM2","D-Melezitose",0.042,"trial_1",0.055
"2621","JV4","PM2","Maltitol",0.01,"trial_1",0.038
"2622","JV4","PM2","a-Methyl D-Glucoside",0.023,"trial_1",0.0323333333333333
"2623","JV4","PM2","b-Methyl D-Galactoside",0.018,"trial_1",0.0366666666666667
"2624","JV4","PM2","3-O-Methyl-D-Glucose",0.075,"trial_1",0.101333333333333
"2625","JV4","PM2","b-Methyl-D-Glucuronic acid",0.047,"trial_1",0.031
"2626","JV4","PM2","a-Methyl D-Mannoside",0.025,"trial_1",0.0446666666666667
"2627","JV4","PM2","b-Methyl D-Xyloside",0.025,"trial_1",0.0493333333333333
"2628","JV4","PM2","Palatinose",0.09,"trial_1",0.173
"2629","JV4","PM2","D-Raffinose",0,"trial_1",0
"2630","JV4","PM2","Salicin",0.021,"trial_1",0.027
"2631","JV4","PM2","Sedoheptulosan",0.014,"trial_1",0.0383333333333333
"2632","JV4","PM2","L-Sorbose",0.032,"trial_1",0.0746666666666667
"2633","JV4","PM2","Stachyose",0.023,"trial_1",0.038
"2634","JV4","PM2","D-Tagatose",0.263,"trial_1",0.388666666666667
"2635","JV4","PM2","Turanose",0.026,"trial_1",0.039
"2636","JV4","PM2","Xylitol",0.031,"trial_1",0.0466666666666667
"2637","JV4","PM2","N-Acetyl-D-Glucosaminitol",0.054,"trial_1",0.0636666666666667
"2638","JV4","PM2","g-Amino-n-Butyric acid",0.645,"trial_1",2.227
"2639","JV4","PM2","d-Amino-n-Valeric acid",0.162,"trial_1",0.204
"2640","JV4","PM2","Butyric acid",0.38,"trial_1",0.465333333333333
"2641","JV4","PM2","Capric acid",0.191,"trial_1",0.317
"2642","JV4","PM2","Caproic acid",0.269,"trial_1",0.423
"2643","JV4","PM2","Citraconic acid",0.014,"trial_1",0.0456666666666667
"2644","JV4","PM2","Citramalic acid",0.541,"trial_1",0.543666666666667
"2645","JV4","PM2","D-Glucosamine",1.137,"trial_1",1.24466666666667
"2646","JV4","PM2","2-Hydroxybenzoic acid",0,"trial_1",0
"2647","JV4","PM2","4-Hydroxybenzoic acid",0.294,"trial_1",0.441333333333333
"2648","JV4","PM2","b-Hydroxybutyric acid",0.432,"trial_1",0.444666666666667
"2649","JV4","PM2","g-Hydroxybutyric acid",0,"trial_1",0.0113333333333333
"2650","JV4","PM2","a-Ketovaleric acid",0.066,"trial_1",0.092
"2651","JV4","PM2","Itaconic acid",0,"trial_1",0
"2652","JV4","PM2","5-Keto-D-Gluconic acid",0.61,"trial_1",0.806333333333333
"2653","JV4","PM2","D-Lactic acid Methyl Ester",0.063,"trial_1",0.0803333333333333
"2654","JV4","PM2","Malonic acid",0.144,"trial_1",0.176333333333333
"2655","JV4","PM2","Melibionic acid",0.051,"trial_1",0.0783333333333333
